Task_Number,Device_ID,Workload_Type,Source_Node,Destination_Node,Destination_Layer,Offloading_Path,Processing_Time_ms,Communication_ms,Queue_Wait_ms,Total_Latency_ms,Deadline_ms,Deadline_Met
475,D17,Data Analytics,IoT17,Edge7,Edge,IoT -> Edge,59.6,45.0,0.0,104.6,500.0,Yes
476,D12,Image Processing,IoT12,Fog3,Fog,IoT -> Fog,34.6,79.0,4.32,117.92,300.0,Yes
477,D16,Data Analytics,IoT16,Edge8,Edge,IoT -> Edge,69.2,25.0,0.0,94.2,500.0,Yes
478,D14,Network Traffic,IoT14,IoT14,IoT,IoT (local),62.0,0.0,0.0,62.0,150.0,Yes
479,D15,Video Processing,IoT15,Fog1,Fog,IoT -> Fog,24.2,69.0,6.05,99.25,120.0,Yes
480,D18,Data Analytics,IoT18,Fog2,Fog,IoT -> Fog,46.0,57.0,11.5,114.5,500.0,Yes
481,D15,Network Traffic,IoT15,Fog1,Fog,IoT -> Fog,48.0,86.0,0.0,134.0,150.0,Yes
482,D7,Data Analytics,IoT7,Fog2,Fog,IoT -> Fog,35.0,72.0,0.0,107.0,500.0,Yes
483,D13,Image Processing,IoT13,Fog3,Fog,IoT -> Fog,37.4,70.0,0.0,107.4,300.0,Yes
484,D8,Image Processing,IoT8,Fog1,Fog,IoT -> Fog,38.6,75.0,4.82,118.42,300.0,Yes
485,D11,Video Processing,IoT11,IoT11,IoT,IoT (local),56.0,0.0,0.0,56.0,120.0,Yes
486,D9,Data Analytics,IoT9,Fog2,Fog,IoT -> Fog,52.4,60.0,6.55,118.95,500.0,Yes
487,D9,Image Processing,IoT9,IoT9,IoT,IoT (local),65.0,0.0,0.0,65.0,300.0,Yes
488,D11,Network Traffic,IoT11,Edge1,Edge,IoT -> Edge,37.6,56.0,0.0,93.6,150.0,Yes
489,D9,Image Processing,IoT9,Edge2,Edge,IoT -> Edge,47.2,58.0,0.0,105.2,300.0,Yes
490,D11,Image Processing,IoT11,Fog3,Fog,IoT -> Fog,59.8,82.0,7.47,149.27,300.0,Yes
491,D10,Image Processing,IoT10,Fog1,Fog,IoT -> Fog,48.8,49.0,12.2,110.0,300.0,Yes
492,D4,Video Processing,IoT4,Fog2,Fog,IoT -> Fog,52.4,79.0,13.1,144.5,120.0,No
493,D8,Image Processing,IoT8,Edge3,Edge,IoT -> Edge,26.4,36.0,0.0,62.4,300.0,Yes
494,D10,Network Traffic,IoT10,Edge4,Edge,IoT -> Edge,58.0,59.0,0.0,117.0,150.0,Yes
495,D15,Image Processing,IoT15,Edge5,Edge,IoT -> Edge,68.0,37.0,0.0,105.0,300.0,Yes
496,D4,Image Processing,IoT4,Edge6,Edge,IoT -> Edge,61.2,31.0,0.0,92.2,300.0,Yes
497,D8,Data Analytics,IoT8,Edge7,Edge,IoT -> Edge,37.2,45.0,0.0,82.2,500.0,Yes
498,D13,Image Processing,IoT13,Fog3,Fog,IoT -> Fog,41.8,79.0,10.45,131.25,300.0,Yes
499,D10,Network Traffic,IoT10,Edge8,Edge,IoT -> Edge,47.6,18.0,0.0,65.6,150.0,Yes
500,D13,Network Traffic,IoT13,Cloud1,Cloud,IoT -> Cloud,24.6,100.0,0.0,124.6,150.0,Yes
501,D12,Video Processing,IoT12,Fog1,Fog,IoT -> Fog,50.8,79.0,0.0,129.8,120.0,No
502,D14,Video Processing,IoT14,Edge1,Edge,IoT -> Edge,46.8,54.0,0.0,100.8,120.0,Yes
503,D12,Video Processing,IoT12,Fog2,Fog,IoT -> Fog,59.8,62.0,0.0,121.8,120.0,No
504,D10,Video Processing,IoT10,Fog3,Fog,IoT -> Fog,48.8,66.0,0.0,114.8,120.0,Yes
505,D14,Image Processing,IoT14,Fog1,Fog,IoT -> Fog,45.6,75.0,5.7,126.3,300.0,Yes
506,D14,Video Processing,IoT14,Edge2,Edge,IoT -> Edge,50.4,34.0,0.0,84.4,120.0,Yes
507,D6,Image Processing,IoT6,Fog2,Fog,IoT -> Fog,33.4,39.0,4.17,76.57,300.0,Yes
508,D5,Video Processing,IoT5,Fog3,Fog,IoT -> Fog,30.4,59.0,3.8,93.2,120.0,Yes
509,D3,Network Traffic,IoT3,Edge3,Edge,IoT -> Edge,48.4,17.0,0.0,65.4,150.0,Yes
510,D3,Image Processing,IoT3,Fog1,Fog,IoT -> Fog,44.8,58.0,11.2,114.0,300.0,Yes
511,D6,Data Analytics,IoT6,IoT6,IoT,IoT (local),52.0,0.0,0.0,52.0,500.0,Yes
512,D18,Video Processing,IoT18,Fog2,Fog,IoT -> Fog,45.2,65.0,11.3,121.5,120.0,No
513,D6,Video Processing,IoT6,Fog3,Fog,IoT -> Fog,56.2,53.0,14.05,123.25,120.0,No
514,D11,Image Processing,IoT11,IoT11,IoT,IoT (local),51.0,0.0,0.0,51.0,300.0,Yes
515,D5,Image Processing,IoT5,Edge4,Edge,IoT -> Edge,61.6,27.0,0.0,88.6,300.0,Yes
516,D8,Data Analytics,IoT8,Edge5,Edge,IoT -> Edge,49.6,24.0,0.0,73.6,500.0,Yes
517,D11,Data Analytics,IoT11,Edge6,Edge,IoT -> Edge,85.6,51.0,0.0,136.6,500.0,Yes
518,D17,Network Traffic,IoT17,Edge7,Edge,IoT -> Edge,30.0,43.0,0.0,73.0,150.0,Yes
519,D13,Data Analytics,IoT13,IoT13,IoT,IoT (local),53.0,0.0,0.0,53.0,500.0,Yes
520,D5,Network Traffic,IoT5,Edge8,Edge,IoT -> Edge,24.8,28.0,0.0,52.8,150.0,Yes
521,D9,Video Processing,IoT9,Fog1,Fog,IoT -> Fog,49.4,58.0,0.0,107.4,120.0,Yes
522,D11,Video Processing,IoT11,Fog2,Fog,IoT -> Fog,38.6,43.0,0.0,81.6,120.0,Yes
523,D6,Image Processing,IoT6,Edge1,Edge,IoT -> Edge,42.8,50.0,0.0,92.8,300.0,Yes
524,D20,Video Processing,IoT20,Edge2,Edge,IoT -> Edge,39.6,37.0,0.0,76.6,120.0,Yes
525,D9,Video Processing,IoT9,IoT9,IoT,IoT (local),50.0,0.0,0.0,50.0,120.0,Yes
526,D17,Data Analytics,IoT17,Fog3,Fog,IoT -> Fog,48.6,65.0,0.0,113.6,500.0,Yes
527,D10,Video Processing,IoT10,Fog1,Fog,IoT -> Fog,45.2,44.0,5.65,94.85,120.0,Yes
528,D4,Data Analytics,IoT4,Fog2,Fog,IoT -> Fog,37.6,47.0,4.7,89.3,500.0,Yes
529,D19,Image Processing,IoT19,Fog3,Fog,IoT -> Fog,43.6,82.0,5.45,131.05,300.0,Yes
530,D20,Network Traffic,IoT20,Edge3,Edge,IoT -> Edge,23.6,30.0,0.0,53.6,150.0,Yes
531,D5,Video Processing,IoT5,Fog1,Fog,IoT -> Fog,50.6,59.0,12.65,122.25,120.0,No
532,D15,Network Traffic,IoT15,Edge4,Edge,IoT -> Edge,42.0,28.0,0.0,70.0,150.0,Yes
533,D9,Video Processing,IoT9,Edge5,Edge,IoT -> Edge,47.2,39.0,0.0,86.2,120.0,Yes
534,D6,Network Traffic,IoT6,Fog2,Fog,IoT -> Fog,52.6,75.0,13.15,140.75,150.0,Yes
535,D4,Network Traffic,IoT4,IoT4,IoT,IoT (local),60.0,0.0,0.0,60.0,150.0,Yes
536,D3,Data Analytics,IoT3,Edge6,Edge,IoT -> Edge,45.2,38.0,0.0,83.2,500.0,Yes
537,D19,Video Processing,IoT19,Fog3,Fog,IoT -> Fog,42.2,58.0,10.55,110.75,120.0,Yes
538,D16,Image Processing,IoT16,Cloud1,Cloud,IoT -> Cloud,29.0,97.0,0.0,126.0,300.0,Yes
539,D10,Data Analytics,IoT10,Edge7,Edge,IoT -> Edge,98.4,53.0,0.0,151.4,500.0,Yes
540,D2,Network Traffic,IoT2,Edge8,Edge,IoT -> Edge,84.4,23.0,0.0,107.4,150.0,Yes
541,D7,Image Processing,IoT7,Fog1,Fog,IoT -> Fog,40.8,49.0,0.0,89.8,300.0,Yes
542,D14,Image Processing,IoT14,Edge1,Edge,IoT -> Edge,36.0,51.0,0.0,87.0,300.0,Yes
543,D1,Video Processing,IoT1,Edge2,Edge,IoT -> Edge,34.0,35.0,0.0,69.0,120.0,Yes
544,D14,Network Traffic,IoT14,Fog2,Fog,IoT -> Fog,28.8,47.0,0.0,75.8,150.0,Yes
545,D19,Network Traffic,IoT19,Fog3,Fog,IoT -> Fog,30.2,77.0,0.0,107.2,150.0,Yes
546,D14,Image Processing,IoT14,Fog1,Fog,IoT -> Fog,33.4,59.0,4.17,96.57,300.0,Yes
547,D3,Network Traffic,IoT3,Edge3,Edge,IoT -> Edge,50.8,46.0,0.0,96.8,150.0,Yes
548,D10,Network Traffic,IoT10,Fog2,Fog,IoT -> Fog,46.8,79.0,5.85,131.65,150.0,Yes
549,D6,Video Processing,IoT6,Fog3,Fog,IoT -> Fog,43.8,53.0,5.47,102.27,120.0,Yes
550,D11,Network Traffic,IoT11,Edge4,Edge,IoT -> Edge,40.0,39.0,0.0,79.0,150.0,Yes
551,D6,Video Processing,IoT6,Edge5,Edge,IoT -> Edge,70.8,56.0,0.0,126.8,120.0,No
552,D16,Video Processing,IoT16,Fog1,Fog,IoT -> Fog,47.8,57.0,11.95,116.75,120.0,Yes
553,D12,Image Processing,IoT12,Fog2,Fog,IoT -> Fog,45.2,72.0,11.3,128.5,300.0,Yes
554,D18,Network Traffic,IoT18,Edge6,Edge,IoT -> Edge,41.6,35.0,0.0,76.6,150.0,Yes
555,D12,Image Processing,IoT12,Fog3,Fog,IoT -> Fog,52.4,58.0,13.1,123.5,300.0,Yes
556,D15,Image Processing,IoT15,Edge7,Edge,IoT -> Edge,80.8,41.0,0.0,121.8,300.0,Yes
557,D7,Network Traffic,IoT7,Edge8,Edge,IoT -> Edge,65.2,61.0,0.0,126.2,150.0,Yes
558,D11,Network Traffic,IoT11,Fog1,Fog,IoT -> Fog,39.4,47.0,14.77,101.17,150.0,Yes
559,D1,Data Analytics,IoT1,IoT1,IoT,IoT (local),55.0,0.0,0.0,55.0,500.0,Yes
560,D6,Video Processing,IoT6,Cloud1,Cloud,IoT -> Cloud,28.4,103.0,0.0,131.4,120.0,No
561,D11,Data Analytics,IoT11,Fog1,Fog,IoT -> Fog,51.8,68.0,0.0,119.8,500.0,Yes
562,D11,Video Processing,IoT11,Fog2,Fog,IoT -> Fog,55.0,45.0,0.0,100.0,120.0,Yes
563,D18,Network Traffic,IoT18,IoT18,IoT,IoT (local),86.0,0.0,0.0,86.0,150.0,Yes
564,D10,Data Analytics,IoT10,Fog3,Fog,IoT -> Fog,46.2,62.0,0.0,108.2,500.0,Yes
565,D9,Video Processing,IoT9,Fog1,Fog,IoT -> Fog,38.6,60.0,4.82,103.42,120.0,Yes
566,D7,Image Processing,IoT7,Edge1,Edge,IoT -> Edge,54.0,56.0,0.0,110.0,300.0,Yes
567,D14,Data Analytics,IoT14,Fog2,Fog,IoT -> Fog,28.2,84.0,3.52,115.72,500.0,Yes
568,D3,Video Processing,IoT3,Fog3,Fog,IoT -> Fog,31.2,57.0,3.9,92.1,120.0,Yes
569,D17,Video Processing,IoT17,Fog1,Fog,IoT -> Fog,47.6,66.0,11.9,125.5,120.0,No
570,D10,Video Processing,IoT10,Fog2,Fog,IoT -> Fog,50.6,76.0,12.65,139.25,120.0,No
571,D9,Image Processing,IoT9,Fog3,Fog,IoT -> Fog,54.4,51.0,13.6,119.0,300.0,Yes
572,D6,Data Analytics,IoT6,Cloud1,Cloud,IoT -> Cloud,24.1,112.0,0.0,136.1,500.0,Yes
573,D5,Data Analytics,IoT5,Edge2,Edge,IoT -> Edge,89.2,41.0,0.0,130.2,500.0,Yes
574,D1,Network Traffic,IoT1,Edge3,Edge,IoT -> Edge,82.4,21.0,0.0,103.4,150.0,Yes
575,D17,Network Traffic,IoT17,Edge4,Edge,IoT -> Edge,28.8,17.0,0.0,45.8,150.0,Yes
576,D19,Network Traffic,IoT19,Cloud1,Cloud,IoT -> Cloud,28.3,103.0,0.94,132.24,150.0,Yes
577,D6,Data Analytics,IoT6,Edge5,Edge,IoT -> Edge,94.4,44.0,0.0,138.4,500.0,Yes
578,D5,Video Processing,IoT5,Edge6,Edge,IoT -> Edge,47.2,24.0,0.0,71.2,120.0,Yes
579,D20,Data Analytics,IoT20,Cloud1,Cloud,IoT -> Cloud,28.9,80.0,1.93,110.83,500.0,Yes
580,D11,Image Processing,IoT11,Fog1,Fog,IoT -> Fog,58.8,78.0,22.05,158.85,300.0,Yes
581,D11,Network Traffic,IoT11,Edge1,Edge,IoT -> Edge,40.4,39.0,0.0,79.4,150.0,Yes
582,D20,Network Traffic,IoT20,Edge2,Edge,IoT -> Edge,38.0,22.0,0.0,60.0,150.0,Yes
583,D6,Image Processing,IoT6,Edge3,Edge,IoT -> Edge,42.0,53.0,0.0,95.0,300.0,Yes
584,D9,Data Analytics,IoT9,Fog1,Fog,IoT -> Fog,54.6,45.0,0.0,99.6,500.0,Yes
585,D20,Network Traffic,IoT20,Fog2,Fog,IoT -> Fog,57.4,61.0,0.0,118.4,150.0,Yes
586,D1,Network Traffic,IoT1,Fog3,Fog,IoT -> Fog,58.6,54.0,0.0,112.6,150.0,Yes
587,D4,Video Processing,IoT4,Fog1,Fog,IoT -> Fog,33.2,72.0,4.15,109.35,120.0,Yes
588,D11,Data Analytics,IoT11,IoT11,IoT,IoT (local),86.0,0.0,0.0,86.0,500.0,Yes
589,D13,Data Analytics,IoT13,Fog2,Fog,IoT -> Fog,50.8,84.0,6.35,141.15,500.0,Yes
590,D16,Image Processing,IoT16,Fog3,Fog,IoT -> Fog,43.0,50.0,5.37,98.37,300.0,Yes
591,D19,Image Processing,IoT19,Edge4,Edge,IoT -> Edge,56.4,19.0,0.0,75.4,300.0,Yes
592,D5,Network Traffic,IoT5,Fog1,Fog,IoT -> Fog,56.6,49.0,14.15,119.75,150.0,Yes
593,D2,Video Processing,IoT2,Fog2,Fog,IoT -> Fog,37.4,52.0,9.35,98.75,120.0,Yes
594,D3,Network Traffic,IoT3,Fog3,Fog,IoT -> Fog,36.6,58.0,9.15,103.75,150.0,Yes
595,D19,Network Traffic,IoT19,Edge5,Edge,IoT -> Edge,54.4,23.0,0.0,77.4,150.0,Yes
596,D15,Video Processing,IoT15,Cloud1,Cloud,IoT -> Cloud,25.3,110.0,0.0,135.3,120.0,No
597,D11,Image Processing,IoT11,Edge6,Edge,IoT -> Edge,30.4,52.0,0.0,82.4,300.0,Yes
598,D14,Data Analytics,IoT14,Edge7,Edge,IoT -> Edge,67.6,30.0,0.0,97.6,500.0,Yes
599,D8,Data Analytics,IoT8,Cloud1,Cloud,IoT -> Cloud,25.4,79.0,0.85,105.25,500.0,Yes
600,D19,Video Processing,IoT19,IoT19,IoT,IoT (local),74.0,0.0,0.0,74.0,120.0,Yes
601,D4,Data Analytics,IoT4,Fog1,Fog,IoT -> Fog,44.4,44.0,0.0,88.4,500.0,Yes
602,D4,Video Processing,IoT4,Fog2,Fog,IoT -> Fog,36.0,49.0,0.0,85.0,120.0,Yes
603,D10,Image Processing,IoT10,Fog3,Fog,IoT -> Fog,54.8,79.0,0.0,133.8,300.0,Yes
604,D18,Network Traffic,IoT18,Fog1,Fog,IoT -> Fog,50.0,62.0,6.25,118.25,150.0,Yes
605,D20,Video Processing,IoT20,Fog2,Fog,IoT -> Fog,44.6,76.0,5.57,126.17,120.0,No
606,D7,Video Processing,IoT7,Fog3,Fog,IoT -> Fog,52.0,64.0,6.5,122.5,120.0,No
607,D17,Image Processing,IoT17,Cloud1,Cloud,IoT -> Cloud,29.2,124.0,0.0,153.2,300.0,Yes
608,D6,Data Analytics,IoT6,Edge1,Edge,IoT -> Edge,48.0,44.0,0.0,92.0,500.0,Yes
609,D12,Image Processing,IoT12,Fog1,Fog,IoT -> Fog,46.2,47.0,11.55,104.75,300.0,Yes
610,D7,Image Processing,IoT7,Fog2,Fog,IoT -> Fog,40.0,60.0,10.0,110.0,300.0,Yes
611,D10,Image Processing,IoT10,Fog3,Fog,IoT -> Fog,50.0,87.0,12.5,149.5,300.0,Yes
612,D15,Video Processing,IoT15,Edge2,Edge,IoT -> Edge,31.6,39.0,0.0,70.6,120.0,Yes
613,D2,Image Processing,IoT2,Cloud1,Cloud,IoT -> Cloud,28.3,84.0,0.94,113.24,300.0,Yes
614,D18,Data Analytics,IoT18,Edge3,Edge,IoT -> Edge,83.6,33.0,0.0,116.6,500.0,Yes
615,D20,Data Analytics,IoT20,Edge4,Edge,IoT -> Edge,90.4,43.0,0.0,133.4,500.0,Yes
616,D10,Data Analytics,IoT10,Edge5,Edge,IoT -> Edge,49.2,46.0,0.0,95.2,500.0,Yes
617,D9,Data Analytics,IoT9,Edge6,Edge,IoT -> Edge,93.6,48.0,0.0,141.6,500.0,Yes
618,D11,Image Processing,IoT11,Cloud1,Cloud,IoT -> Cloud,29.4,112.0,1.96,143.36,300.0,Yes
619,D4,Video Processing,IoT4,Fog1,Fog,IoT -> Fog,53.6,53.0,20.1,126.7,120.0,No
620,D5,Image Processing,IoT5,Fog2,Fog,IoT -> Fog,54.6,72.0,20.47,147.07,300.0,Yes
621,D1,Data Analytics,IoT1,Fog1,Fog,IoT -> Fog,30.8,51.0,0.0,81.8,500.0,Yes
622,D1,Network Traffic,IoT1,Edge1,Edge,IoT -> Edge,23.6,15.0,0.0,38.6,150.0,Yes
623,D8,Video Processing,IoT8,Fog2,Fog,IoT -> Fog,26.4,51.0,0.0,77.4,120.0,Yes
624,D14,Network Traffic,IoT14,Fog3,Fog,IoT -> Fog,22.8,41.0,0.0,63.8,150.0,Yes
625,D13,Video Processing,IoT13,Fog1,Fog,IoT -> Fog,53.4,65.0,6.67,125.07,120.0,No
626,D11,Image Processing,IoT11,Fog2,Fog,IoT -> Fog,45.0,72.0,5.62,122.62,300.0,Yes
627,D1,Data Analytics,IoT1,Edge2,Edge,IoT -> Edge,39.2,53.0,0.0,92.2,500.0,Yes
628,D12,Video Processing,IoT12,Fog3,Fog,IoT -> Fog,58.0,68.0,7.25,133.25,120.0,No
629,D3,Network Traffic,IoT3,Fog1,Fog,IoT -> Fog,46.8,47.0,11.7,105.5,150.0,Yes
630,D3,Video Processing,IoT3,Edge3,Edge,IoT -> Edge,46.0,38.0,0.0,84.0,120.0,Yes
631,D1,Image Processing,IoT1,Edge4,Edge,IoT -> Edge,50.8,45.0,0.0,95.8,300.0,Yes
632,D1,Video Processing,IoT1,Fog2,Fog,IoT -> Fog,54.4,47.0,13.6,115.0,120.0,Yes
633,D17,Network Traffic,IoT17,Fog3,Fog,IoT -> Fog,54.0,68.0,13.5,135.5,150.0,Yes
634,D6,Network Traffic,IoT6,Cloud1,Cloud,IoT -> Cloud,27.5,89.0,0.0,116.5,150.0,Yes
635,D2,Data Analytics,IoT2,Edge5,Edge,IoT -> Edge,62.0,35.0,0.0,97.0,500.0,Yes
636,D16,Image Processing,IoT16,Edge6,Edge,IoT -> Edge,58.0,41.0,0.0,99.0,300.0,Yes
637,D4,Video Processing,IoT4,Edge7,Edge,IoT -> Edge,95.6,47.0,0.0,142.6,120.0,No
638,D11,Data Analytics,IoT11,Edge8,Edge,IoT -> Edge,23.6,24.0,0.0,47.6,500.0,Yes
639,D12,Data Analytics,IoT12,Cloud1,Cloud,IoT -> Cloud,27.2,118.0,0.91,146.11,500.0,Yes
640,D13,Video Processing,IoT13,Fog1,Fog,IoT -> Fog,51.4,60.0,19.27,130.67,120.0,No
641,D6,Data Analytics,IoT6,Fog1,Fog,IoT -> Fog,29.4,67.0,0.0,96.4,500.0,Yes
642,D8,Data Analytics,IoT8,Fog2,Fog,IoT -> Fog,42.6,68.0,0.0,110.6,500.0,Yes
643,D10,Image Processing,IoT10,Fog3,Fog,IoT -> Fog,27.2,76.0,0.0,103.2,300.0,Yes
644,D5,Image Processing,IoT5,Fog1,Fog,IoT -> Fog,50.2,56.0,6.27,112.47,300.0,Yes
645,D5,Network Traffic,IoT5,Edge1,Edge,IoT -> Edge,34.0,45.0,0.0,79.0,150.0,Yes
646,D16,Video Processing,IoT16,Edge2,Edge,IoT -> Edge,40.0,51.0,0.0,91.0,120.0,Yes
647,D9,Data Analytics,IoT9,Fog2,Fog,IoT -> Fog,44.2,48.0,5.52,97.72,500.0,Yes
648,D16,Data Analytics,IoT16,IoT16,IoT,IoT (local),86.0,0.0,0.0,86.0,500.0,Yes
649,D19,Image Processing,IoT19,Edge3,Edge,IoT -> Edge,23.6,32.0,0.0,55.6,300.0,Yes
650,D18,Data Analytics,IoT18,Fog3,Fog,IoT -> Fog,41.0,54.0,5.12,100.12,500.0,Yes
651,D11,Image Processing,IoT11,Edge4,Edge,IoT -> Edge,51.6,30.0,0.0,81.6,300.0,Yes
652,D15,Network Traffic,IoT15,Edge5,Edge,IoT -> Edge,65.2,29.0,0.0,94.2,150.0,Yes
653,D7,Video Processing,IoT7,IoT7,IoT,IoT (local),57.0,0.0,0.0,57.0,120.0,Yes
654,D16,Video Processing,IoT16,Edge6,Edge,IoT -> Edge,26.4,34.0,0.0,60.4,120.0,Yes
655,D10,Network Traffic,IoT10,Edge7,Edge,IoT -> Edge,36.8,30.0,0.0,66.8,150.0,Yes
656,D4,Data Analytics,IoT4,Edge8,Edge,IoT -> Edge,70.8,20.0,0.0,90.8,500.0,Yes
657,D12,Video Processing,IoT12,Fog1,Fog,IoT -> Fog,37.6,81.0,9.4,128.0,120.0,No
658,D18,Image Processing,IoT18,Fog2,Fog,IoT -> Fog,32.6,77.0,8.15,117.75,300.0,Yes
659,D19,Image Processing,IoT19,Fog3,Fog,IoT -> Fog,37.4,69.0,9.35,115.75,300.0,Yes
660,D11,Video Processing,IoT11,IoT11,IoT,IoT (local),52.0,0.0,0.0,52.0,120.0,Yes
661,D17,Data Analytics,IoT17,Fog1,Fog,IoT -> Fog,29.8,80.0,0.0,109.8,500.0,Yes
662,D10,Data Analytics,IoT10,Fog2,Fog,IoT -> Fog,51.6,51.0,0.0,102.6,500.0,Yes
663,D2,Data Analytics,IoT2,Fog3,Fog,IoT -> Fog,45.6,45.0,0.0,90.6,500.0,Yes
664,D3,Video Processing,IoT3,Fog1,Fog,IoT -> Fog,32.4,51.0,4.05,87.45,120.0,Yes
665,D20,Image Processing,IoT20,IoT20,IoT,IoT (local),60.0,0.0,0.0,60.0,300.0,Yes
666,D19,Network Traffic,IoT19,Fog2,Fog,IoT -> Fog,43.6,67.0,5.45,116.05,150.0,Yes
667,D9,Data Analytics,IoT9,Fog3,Fog,IoT -> Fog,51.4,71.0,6.42,128.82,500.0,Yes
668,D13,Video Processing,IoT13,Fog1,Fog,IoT -> Fog,41.2,65.0,10.3,116.5,120.0,Yes
669,D4,Video Processing,IoT4,Edge1,Edge,IoT -> Edge,39.2,45.0,0.0,84.2,120.0,Yes
670,D5,Data Analytics,IoT5,Edge2,Edge,IoT -> Edge,57.2,30.0,0.0,87.2,500.0,Yes
671,D2,Video Processing,IoT2,Edge3,Edge,IoT -> Edge,70.4,55.0,0.0,125.4,120.0,No
672,D7,Data Analytics,IoT7,Edge4,Edge,IoT -> Edge,35.6,19.0,0.0,54.6,500.0,Yes
673,D6,Image Processing,IoT6,Fog2,Fog,IoT -> Fog,57.2,79.0,14.3,150.5,300.0,Yes
674,D15,Image Processing,IoT15,Edge5,Edge,IoT -> Edge,58.4,51.0,0.0,109.4,300.0,Yes
675,D16,Network Traffic,IoT16,Edge6,Edge,IoT -> Edge,34.8,38.0,0.0,72.8,150.0,Yes
676,D3,Data Analytics,IoT3,Edge7,Edge,IoT -> Edge,32.8,23.0,0.0,55.8,500.0,Yes
677,D10,Video Processing,IoT10,Fog3,Fog,IoT -> Fog,41.2,63.0,10.3,114.5,120.0,Yes
678,D17,Image Processing,IoT17,Edge8,Edge,IoT -> Edge,60.0,33.0,0.0,93.0,300.0,Yes
679,D3,Network Traffic,IoT3,Fog1,Fog,IoT -> Fog,42.0,60.0,15.75,117.75,150.0,Yes
680,D2,Data Analytics,IoT2,IoT2,IoT,IoT (local),59.0,0.0,0.0,59.0,500.0,Yes
681,D1,Data Analytics,IoT1,Fog1,Fog,IoT -> Fog,28.0,71.0,0.0,99.0,500.0,Yes
682,D3,Video Processing,IoT3,Fog2,Fog,IoT -> Fog,52.0,54.0,0.0,106.0,120.0,Yes
683,D5,Data Analytics,IoT5,Fog3,Fog,IoT -> Fog,27.2,80.0,0.0,107.2,500.0,Yes
684,D9,Image Processing,IoT9,Fog1,Fog,IoT -> Fog,43.6,81.0,5.45,130.05,300.0,Yes
685,D12,Image Processing,IoT12,Fog2,Fog,IoT -> Fog,43.0,61.0,5.37,109.37,300.0,Yes
686,D3,Video Processing,IoT3,Fog3,Fog,IoT -> Fog,41.8,65.0,5.22,112.02,120.0,Yes
687,D15,Network Traffic,IoT15,Edge1,Edge,IoT -> Edge,27.2,35.0,0.0,62.2,150.0,Yes
688,D5,Video Processing,IoT5,Fog1,Fog,IoT -> Fog,37.8,62.0,9.45,109.25,120.0,Yes
689,D13,Network Traffic,IoT13,Fog2,Fog,IoT -> Fog,54.8,43.0,13.7,111.5,150.0,Yes
690,D1,Data Analytics,IoT1,Fog3,Fog,IoT -> Fog,56.0,61.0,14.0,131.0,500.0,Yes
691,D17,Network Traffic,IoT17,IoT17,IoT,IoT (local),104.0,0.0,0.0,104.0,150.0,Yes
692,D12,Image Processing,IoT12,Edge2,Edge,IoT -> Edge,22.4,23.0,0.0,45.4,300.0,Yes
693,D14,Data Analytics,IoT14,Edge3,Edge,IoT -> Edge,56.4,55.0,0.0,111.4,500.0,Yes
694,D14,Video Processing,IoT14,Edge4,Edge,IoT -> Edge,86.8,23.0,0.0,109.8,120.0,Yes
695,D6,Video Processing,IoT6,Edge5,Edge,IoT -> Edge,56.8,47.0,0.0,103.8,120.0,Yes
696,D13,Image Processing,IoT13,Edge6,Edge,IoT -> Edge,70.8,45.0,0.0,115.8,300.0,Yes
697,D8,Network Traffic,IoT8,Edge7,Edge,IoT -> Edge,51.6,26.0,0.0,77.6,150.0,Yes
698,D5,Network Traffic,IoT5,Edge8,Edge,IoT -> Edge,82.8,47.0,0.0,129.8,150.0,Yes
699,D20,Video Processing,IoT20,Fog1,Fog,IoT -> Fog,27.4,37.0,10.27,74.67,120.0,Yes
700,D2,Video Processing,IoT2,Fog2,Fog,IoT -> Fog,41.4,50.0,15.52,106.92,120.0,Yes
701,D11,Data Analytics,IoT11,Fog1,Fog,IoT -> Fog,48.6,61.0,0.0,109.6,500.0,Yes
702,D3,Data Analytics,IoT3,Fog2,Fog,IoT -> Fog,50.0,77.0,0.0,127.0,500.0,Yes
703,D6,Video Processing,IoT6,Fog3,Fog,IoT -> Fog,50.6,68.0,0.0,118.6,120.0,Yes
704,D10,Network Traffic,IoT10,Fog1,Fog,IoT -> Fog,45.8,45.0,5.72,96.52,150.0,Yes
705,D14,Data Analytics,IoT14,Fog2,Fog,IoT -> Fog,31.4,79.0,3.92,114.32,500.0,Yes
706,D3,Image Processing,IoT3,Fog3,Fog,IoT -> Fog,54.8,77.0,6.85,138.65,300.0,Yes
707,D20,Data Analytics,IoT20,Edge1,Edge,IoT -> Edge,72.8,55.0,0.0,127.8,500.0,Yes
708,D7,Data Analytics,IoT7,Edge2,Edge,IoT -> Edge,30.8,37.0,0.0,67.8,500.0,Yes
709,D3,Data Analytics,IoT3,Edge3,Edge,IoT -> Edge,60.0,51.0,0.0,111.0,500.0,Yes
710,D9,Video Processing,IoT9,Fog1,Fog,IoT -> Fog,41.4,53.0,10.35,104.75,120.0,Yes
711,D3,Data Analytics,IoT3,Edge4,Edge,IoT -> Edge,58.0,37.0,0.0,95.0,500.0,Yes
712,D8,Image Processing,IoT8,Edge5,Edge,IoT -> Edge,48.8,53.0,0.0,101.8,300.0,Yes
