Timestamp,Device_ID,Sensor_Data,Workload_Type,Original_Processing_Tier,CPU_Usage(%),Memory_Usage(MB),Network_Latency(ms),Jitter(ms),Task_Execution_Time(ms),QSALB_Source_Node,QSALB_Destination_Node,QSALB_Processing_Tier,QSALB_Offloading_Path,QSALB_Processing_Time(ms),QSALB_Communication_Delay(ms),QSALB_Queue_Wait(ms),QSALB_Total_Latency(ms),Deadline(ms),Deadline_Met,Transmission_Energy(J),Processing_Energy(J),Total_Energy(J)
2024-03-25 12:38:40,D20,"Temp: 35°C, Humidity: 66%",Video Processing,Device,54,6577,31,8,199,IoT20,Fog2,Fog,IoT -> Fog,43.98,69.0,21.99,134.97,120.0,No,7.0651,0.0,7.0651
2024-03-25 12:38:50,D12,"Temp: 21°C, Humidity: 54%",Video Processing,Cloud,63,7573,34,5,243,IoT12,Cloud1,Cloud,IoT -> Cloud,24.3,109.0,4.05,137.35,120.0,No,12.2026,0.0,12.2026
2024-03-25 12:39:00,D4,"Temp: 37°C, Humidity: 58%",Network Traffic,Device,74,1721,41,9,106,IoT4,IoT4,IoT,IoT (local),106.0,0.0,0.0,106.0,150.0,Yes,0.0,1.272,1.272
2024-03-25 12:39:10,D9,"Temp: 38°C, Humidity: 71%",Image Processing,Fog,56,6492,19,9,247,IoT9,Fog3,Fog,IoT -> Fog,44.9,58.0,33.67,136.58,300.0,Yes,6.9738,0.0,6.9738
2024-03-25 12:39:20,D8,"Temp: 29°C, Humidity: 72%",Video Processing,Cloud,60,3484,24,3,228,IoT8,Fog1,Fog,IoT -> Fog,51.74,57.0,25.87,134.6,120.0,No,3.7426,0.0,3.7426
2024-03-25 12:39:30,D7,"Temp: 36°C, Humidity: 62%",Data Analytics,Edge,49,7459,14,6,227,IoT7,Cloud1,Cloud,IoT -> Cloud,22.7,90.0,4.54,117.24,500.0,Yes,12.0189,0.0,12.0189
2024-03-25 12:39:40,D3,"Temp: 21°C, Humidity: 54%",Image Processing,Cloud,60,8035,26,8,193,IoT3,Fog2,Fog,IoT -> Fog,42.66,64.0,26.66,133.31,300.0,Yes,8.6313,0.0,8.6313
2024-03-25 12:39:50,D16,"Temp: 38°C, Humidity: 31%",Data Analytics,Edge,37,6320,24,1,263,IoT16,Cloud1,Cloud,IoT -> Cloud,26.3,95.0,6.14,127.44,500.0,Yes,10.1836,0.0,10.1836
2024-03-25 12:40:00,D5,"Temp: 31°C, Humidity: 77%",Video Processing,Edge,52,2914,9,9,108,IoT5,Edge6,Edge,IoT -> Edge,44.02,26.0,14.67,84.69,120.0,Yes,1.5651,0.5282,2.0934
2024-03-25 12:40:10,D2,"Temp: 29°C, Humidity: 57%",Data Analytics,Edge,31,5082,37,7,240,IoT2,Fog3,Fog,IoT -> Fog,43.63,74.0,38.17,155.8,500.0,Yes,5.4592,0.0,5.4592
2024-03-25 12:40:20,D4,"Temp: 25°C, Humidity: 43%",Network Traffic,Edge,55,6309,48,3,181,IoT4,Fog1,Fog,IoT -> Fog,41.07,81.0,25.67,147.74,150.0,Yes,6.7772,0.0,6.7772
2024-03-25 12:40:30,D4,"Temp: 20°C, Humidity: 61%",Data Analytics,Fog,65,6931,31,6,286,IoT4,Cloud1,Cloud,IoT -> Cloud,28.6,107.0,7.63,143.23,500.0,Yes,11.1681,0.0,11.1681
2024-03-25 12:40:40,D5,"Temp: 34°C, Humidity: 62%",Video Processing,Fog,74,5241,34,1,218,IoT5,Fog3,Fog,IoT -> Fog,39.63,65.0,39.63,144.26,120.0,No,5.63,0.0,5.63
2024-03-25 12:40:50,D4,"Temp: 24°C, Humidity: 69%",Network Traffic,Device,82,2145,33,4,257,IoT4,Cloud1,Cloud,IoT -> Cloud,25.7,107.0,7.71,140.41,150.0,Yes,3.4563,0.0,3.4563
2024-03-25 12:41:00,D14,"Temp: 32°C, Humidity: 76%",Video Processing,Edge,85,2676,11,3,112,IoT14,Edge8,Edge,IoT -> Edge,46.61,22.0,15.53,84.14,120.0,Yes,1.4373,0.5593,1.9966
2024-03-25 12:41:10,D18,"Temp: 22°C, Humidity: 43%",Network Traffic,Edge,22,4775,11,8,285,IoT18,Cloud1,Cloud,IoT -> Cloud,28.5,89.0,9.5,127.0,150.0,Yes,7.6941,0.0,7.6941
2024-03-25 12:41:20,D20,"Temp: 22°C, Humidity: 32%",Video Processing,Edge,33,3450,30,4,252,IoT20,Cloud1,Cloud,IoT -> Cloud,25.2,104.0,9.24,138.44,120.0,No,5.5591,0.0,5.5591
2024-03-25 12:41:30,D12,"Temp: 20°C, Humidity: 41%",Video Processing,Device,43,2824,19,5,112,IoT12,Edge3,Edge,IoT -> Edge,48.07,32.0,16.02,96.09,120.0,Yes,1.5168,0.5769,2.0937
2024-03-25 12:41:40,D11,"Temp: 20°C, Humidity: 60%",Image Processing,Cloud,22,4330,42,6,135,IoT11,Edge4,Edge,IoT -> Edge,48.41,56.0,0.0,104.41,300.0,Yes,2.3257,0.581,2.9067
2024-03-25 12:41:50,D12,"Temp: 34°C, Humidity: 41%",Data Analytics,Device,20,7950,5,7,83,IoT12,Edge1,Edge,IoT -> Edge,30.14,20.0,0.0,50.14,500.0,Yes,4.27,0.3617,4.6317
2024-03-25 12:42:00,D9,"Temp: 22°C, Humidity: 45%",Network Traffic,Device,73,4593,29,2,192,IoT9,Fog3,Fog,IoT -> Fog,34.9,61.0,4.36,100.27,150.0,Yes,4.9339,0.0,4.9339
2024-03-25 12:42:10,D14,"Temp: 34°C, Humidity: 70%",Network Traffic,Fog,75,4915,23,5,195,IoT14,Fog2,Fog,IoT -> Fog,43.1,58.0,0.0,101.1,150.0,Yes,5.2798,0.0,5.2798
2024-03-25 12:42:20,D20,"Temp: 29°C, Humidity: 42%",Network Traffic,Fog,65,7180,10,1,114,IoT20,Edge2,Edge,IoT -> Edge,44.91,19.0,0.0,63.91,150.0,Yes,3.8564,0.539,4.3954
2024-03-25 12:42:30,D6,"Temp: 23°C, Humidity: 75%",Video Processing,Fog,44,6391,18,9,178,IoT6,Fog1,Fog,IoT -> Fog,40.39,57.0,0.0,97.39,120.0,Yes,6.8653,0.0,6.8653
2024-03-25 12:42:40,D20,"Temp: 20°C, Humidity: 57%",Image Processing,Edge,68,3992,24,9,241,IoT20,Fog3,Fog,IoT -> Fog,43.81,63.0,10.95,117.76,300.0,Yes,4.2883,0.0,4.2883
2024-03-25 12:42:50,D16,"Temp: 37°C, Humidity: 64%",Network Traffic,Device,73,5071,6,2,218,IoT16,Fog2,Fog,IoT -> Fog,48.18,38.0,6.02,92.2,150.0,Yes,5.4474,0.0,5.4474
2024-03-25 12:43:00,D15,"Temp: 29°C, Humidity: 38%",Video Processing,Edge,74,6561,10,6,60,IoT15,Edge6,Edge,IoT -> Edge,24.45,24.0,0.0,48.45,120.0,Yes,3.524,0.2935,3.8174
2024-03-25 12:43:10,D20,"Temp: 23°C, Humidity: 72%",Image Processing,Fog,80,2961,20,4,245,IoT20,Fog1,Fog,IoT -> Fog,55.59,54.0,6.95,116.54,300.0,Yes,3.1808,0.0,3.1808
2024-03-25 12:43:20,D10,"Temp: 28°C, Humidity: 75%",Network Traffic,Fog,78,982,6,9,209,IoT10,Fog3,Fog,IoT -> Fog,37.99,45.0,14.25,97.24,150.0,Yes,1.0549,0.0,1.0549
2024-03-25 12:43:30,D1,"Temp: 25°C, Humidity: 70%",Image Processing,Fog,51,695,18,1,212,IoT1,Fog2,Fog,IoT -> Fog,46.85,49.0,11.71,107.57,300.0,Yes,0.7466,0.0,0.7466
2024-03-25 12:43:40,D15,"Temp: 36°C, Humidity: 73%",Image Processing,Cloud,40,657,31,6,292,IoT15,Cloud1,Cloud,IoT -> Cloud,29.2,107.0,0.0,136.2,300.0,Yes,1.0586,0.0,1.0586
2024-03-25 12:43:50,D16,"Temp: 20°C, Humidity: 42%",Image Processing,Cloud,33,1736,41,4,212,IoT16,Fog1,Fog,IoT -> Fog,48.11,75.0,12.03,135.13,300.0,Yes,1.8648,0.0,1.8648
2024-03-25 12:44:00,D14,"Temp: 21°C, Humidity: 42%",Network Traffic,Edge,29,2980,31,2,124,IoT14,Edge8,Edge,IoT -> Edge,51.6,41.0,0.0,92.6,150.0,Yes,1.6006,0.6192,2.2198
2024-03-25 12:44:10,D1,"Temp: 37°C, Humidity: 34%",Image Processing,Edge,56,2241,42,6,98,IoT1,IoT1,IoT,IoT (local),98.0,0.0,0.0,98.0,300.0,Yes,0.0,1.176,1.176
2024-03-25 12:44:20,D19,"Temp: 31°C, Humidity: 54%",Data Analytics,Fog,33,6814,8,8,200,IoT19,Edge3,Edge,IoT -> Edge,85.85,24.0,0.0,109.85,500.0,Yes,3.6599,1.0302,4.69
2024-03-25 12:44:30,D6,"Temp: 33°C, Humidity: 56%",Data Analytics,Fog,61,3673,30,7,68,IoT6,IoT6,IoT,IoT (local),68.0,0.0,0.0,68.0,500.0,Yes,0.0,0.816,0.816
2024-03-25 12:44:40,D18,"Temp: 26°C, Humidity: 44%",Video Processing,Fog,45,4716,26,8,298,IoT18,Cloud1,Cloud,IoT -> Cloud,29.8,104.0,0.99,134.79,120.0,No,7.599,0.0,7.599
2024-03-25 12:44:50,D1,"Temp: 21°C, Humidity: 66%",Image Processing,Device,88,5824,5,8,121,IoT1,Edge5,Edge,IoT -> Edge,52.54,21.0,0.0,73.54,300.0,Yes,3.1281,0.6304,3.7586
2024-03-25 12:45:00,D20,"Temp: 31°C, Humidity: 31%",Video Processing,Cloud,57,2665,16,9,191,IoT20,Fog3,Fog,IoT -> Fog,34.72,55.0,17.36,107.08,120.0,Yes,2.8628,0.0,2.8628
2024-03-25 12:45:10,D16,"Temp: 35°C, Humidity: 32%",Data Analytics,Device,36,668,9,2,200,IoT16,Fog2,Fog,IoT -> Fog,44.2,41.0,16.57,101.78,500.0,Yes,0.7176,0.0,0.7176
2024-03-25 12:45:20,D15,"Temp: 29°C, Humidity: 56%",Image Processing,Cloud,54,803,34,4,184,IoT15,Edge7,Edge,IoT -> Edge,86.22,46.0,0.0,132.22,300.0,Yes,0.4313,1.0347,1.466
2024-03-25 12:45:30,D2,"Temp: 39°C, Humidity: 37%",Image Processing,Device,20,5739,15,4,98,IoT2,Edge4,Edge,IoT -> Edge,35.15,27.0,11.71,73.86,300.0,Yes,3.0825,0.4217,3.5042
2024-03-25 12:45:40,D11,"Temp: 24°C, Humidity: 32%",Video Processing,Cloud,71,3322,43,4,219,IoT11,Fog1,Fog,IoT -> Fog,49.69,77.0,18.63,145.33,120.0,No,3.5686,0.0,3.5686
2024-03-25 12:45:50,D11,"Temp: 25°C, Humidity: 35%",Data Analytics,Device,83,1480,30,5,93,IoT11,Edge1,Edge,IoT -> Edge,33.78,43.0,11.25,88.03,500.0,Yes,0.7949,0.4053,1.2002
2024-03-25 12:46:00,D4,"Temp: 24°C, Humidity: 46%",Network Traffic,Cloud,43,8132,27,3,92,IoT4,Edge2,Edge,IoT -> Edge,36.25,38.0,12.08,86.33,150.0,Yes,4.3678,0.435,4.8027
2024-03-25 12:46:10,D13,"Temp: 39°C, Humidity: 32%",Image Processing,Cloud,15,5885,12,5,127,IoT13,Edge6,Edge,IoT -> Edge,51.76,25.0,17.25,94.01,300.0,Yes,3.1609,0.6212,3.782
2024-03-25 12:46:20,D11,"Temp: 28°C, Humidity: 68%",Image Processing,Cloud,64,6987,13,9,221,IoT11,Fog3,Fog,IoT -> Fog,40.18,52.0,25.11,117.28,300.0,Yes,7.5056,0.0,7.5056
2024-03-25 12:46:30,D10,"Temp: 38°C, Humidity: 74%",Network Traffic,Fog,18,1499,42,5,69,IoT10,IoT10,IoT,IoT (local),69.0,0.0,0.0,69.0,150.0,Yes,0.0,0.828,0.828
2024-03-25 12:46:40,D12,"Temp: 23°C, Humidity: 67%",Image Processing,Edge,29,2744,42,5,266,IoT12,Cloud1,Cloud,IoT -> Cloud,26.6,117.0,1.77,145.37,300.0,Yes,4.4215,0.0,4.4215
2024-03-25 12:46:50,D5,"Temp: 21°C, Humidity: 35%",Network Traffic,Fog,77,4443,46,1,136,IoT5,Edge8,Edge,IoT -> Edge,56.59,55.0,18.86,130.45,150.0,Yes,2.3864,0.6791,3.0655
2024-03-25 12:47:00,D13,"Temp: 33°C, Humidity: 46%",Image Processing,Cloud,45,1669,47,4,122,IoT13,IoT13,IoT,IoT (local),122.0,0.0,0.0,122.0,300.0,Yes,0.0,1.464,1.464
2024-03-25 12:47:10,D15,"Temp: 36°C, Humidity: 36%",Network Traffic,Edge,34,7020,34,1,168,IoT15,Fog2,Fog,IoT -> Fog,37.13,65.0,18.56,120.69,150.0,Yes,7.541,0.0,7.541
2024-03-25 12:47:20,D10,"Temp: 25°C, Humidity: 46%",Video Processing,Device,25,5501,13,9,51,IoT10,Edge3,Edge,IoT -> Edge,21.89,30.0,7.29,59.19,120.0,Yes,2.9546,0.2627,3.2173
2024-03-25 12:47:30,D18,"Temp: 25°C, Humidity: 49%",Data Analytics,Fog,67,5768,24,4,219,IoT18,Cloud1,Cloud,IoT -> Cloud,21.9,98.0,2.19,122.09,500.0,Yes,9.2941,0.0,9.2941
2024-03-25 12:47:40,D7,"Temp: 29°C, Humidity: 77%",Image Processing,Device,53,1185,34,2,181,IoT7,Fog1,Fog,IoT -> Fog,41.07,66.0,20.53,127.61,300.0,Yes,1.2729,0.0,1.2729
2024-03-25 12:47:50,D17,"Temp: 34°C, Humidity: 62%",Image Processing,Fog,11,6396,36,3,292,IoT17,Cloud1,Cloud,IoT -> Cloud,29.2,109.0,3.89,142.09,300.0,Yes,10.3061,0.0,10.3061
2024-03-25 12:48:00,D8,"Temp: 28°C, Humidity: 38%",Data Analytics,Device,14,695,29,3,258,IoT8,Cloud1,Cloud,IoT -> Cloud,25.8,102.0,4.3,132.1,500.0,Yes,1.1199,0.0,1.1199
2024-03-25 12:48:10,D14,"Temp: 21°C, Humidity: 60%",Data Analytics,Cloud,10,1840,13,1,138,IoT14,Fog3,Fog,IoT -> Fog,25.09,44.0,18.81,87.9,500.0,Yes,1.9766,0.0,1.9766
2024-03-25 12:48:20,D14,"Temp: 39°C, Humidity: 64%",Image Processing,Edge,73,2177,47,3,209,IoT14,Fog2,Fog,IoT -> Fog,46.19,80.0,28.87,155.06,300.0,Yes,2.3386,0.0,2.3386
2024-03-25 12:48:30,D2,"Temp: 38°C, Humidity: 44%",Image Processing,Edge,49,765,42,1,151,IoT2,Edge5,Edge,IoT -> Edge,65.56,51.0,21.85,138.41,300.0,Yes,0.4109,0.7867,1.1976
2024-03-25 12:48:40,D15,"Temp: 26°C, Humidity: 69%",Image Processing,Cloud,56,3148,23,6,59,IoT15,IoT15,IoT,IoT (local),59.0,0.0,0.0,59.0,300.0,Yes,0.0,0.708,0.708
2024-03-25 12:48:50,D10,"Temp: 27°C, Humidity: 69%",Network Traffic,Fog,12,1657,42,8,150,IoT10,Fog1,Fog,IoT -> Fog,34.04,80.0,21.27,135.31,150.0,Yes,1.78,0.0,1.78
2024-03-25 12:49:00,D10,"Temp: 23°C, Humidity: 40%",Network Traffic,Device,42,5375,27,8,200,IoT10,Fog3,Fog,IoT -> Fog,36.36,65.0,31.81,133.17,150.0,Yes,5.7739,0.0,5.7739
2024-03-25 12:49:10,D9,"Temp: 24°C, Humidity: 74%",Network Traffic,Cloud,72,6625,38,2,149,IoT9,Edge4,Edge,IoT -> Edge,53.44,48.0,35.61,137.05,150.0,Yes,3.5583,0.6412,4.1996
2024-03-25 12:49:20,D2,"Temp: 26°C, Humidity: 37%",Video Processing,Edge,49,2517,23,5,50,IoT2,IoT2,IoT,IoT (local),50.0,0.0,0.0,50.0,120.0,Yes,0.0,0.6,0.6
2024-03-25 12:49:30,D14,"Temp: 36°C, Humidity: 35%",Image Processing,Fog,61,2499,36,1,210,IoT14,Cloud1,Cloud,IoT -> Cloud,21.0,107.0,4.2,132.2,300.0,Yes,4.0267,0.0,4.0267
2024-03-25 12:49:40,D1,"Temp: 33°C, Humidity: 63%",Network Traffic,Fog,14,6388,44,8,112,IoT1,Edge7,Edge,IoT -> Edge,52.48,60.0,17.49,129.97,150.0,Yes,3.4311,0.6298,4.0608
2024-03-25 12:49:50,D2,"Temp: 33°C, Humidity: 79%",Data Analytics,Fog,80,1150,5,8,291,IoT2,Cloud1,Cloud,IoT -> Cloud,29.1,83.0,6.79,118.89,500.0,Yes,1.853,0.0,1.853
2024-03-25 12:50:00,D10,"Temp: 22°C, Humidity: 75%",Video Processing,Cloud,10,3036,49,1,99,IoT10,Edge4,Edge,IoT -> Edge,35.5,58.0,0.0,93.5,120.0,Yes,1.6307,0.426,2.0567
2024-03-25 12:50:10,D20,"Temp: 32°C, Humidity: 40%",Video Processing,Device,84,7941,31,8,150,IoT20,Fog3,Fog,IoT -> Fog,27.27,69.0,0.0,96.27,120.0,Yes,8.5304,0.0,8.5304
2024-03-25 12:50:20,D9,"Temp: 22°C, Humidity: 63%",Data Analytics,Cloud,22,4062,43,8,165,IoT9,Fog3,Fog,IoT -> Fog,30.0,81.0,3.75,114.75,500.0,Yes,4.3635,0.0,4.3635
2024-03-25 12:50:30,D6,"Temp: 23°C, Humidity: 42%",Image Processing,Cloud,86,6387,32,8,289,IoT6,Fog2,Fog,IoT -> Fog,63.87,70.0,0.0,133.87,300.0,Yes,6.861,0.0,6.861
2024-03-25 12:50:40,D20,"Temp: 28°C, Humidity: 70%",Video Processing,Fog,24,4126,47,7,200,IoT20,Fog1,Fog,IoT -> Fog,45.38,84.0,0.0,129.38,120.0,No,4.4322,0.0,4.4322
2024-03-25 12:50:50,D14,"Temp: 25°C, Humidity: 60%",Image Processing,Device,13,7508,8,9,113,IoT14,Edge1,Edge,IoT -> Edge,41.04,25.0,0.0,66.04,300.0,Yes,4.0326,0.4925,4.5251
2024-03-25 12:51:00,D16,"Temp: 21°C, Humidity: 73%",Image Processing,Cloud,68,6991,16,5,161,IoT16,Edge2,Edge,IoT -> Edge,63.43,29.0,0.0,92.43,300.0,Yes,3.7549,0.7612,4.5161
2024-03-25 12:51:10,D8,"Temp: 27°C, Humidity: 74%",Data Analytics,Edge,43,5321,11,1,124,IoT8,Edge6,Edge,IoT -> Edge,50.54,20.0,0.0,70.54,500.0,Yes,2.858,0.6065,3.4644
2024-03-25 12:51:20,D18,"Temp: 35°C, Humidity: 32%",Network Traffic,Edge,59,5443,10,5,257,IoT18,Fog3,Fog,IoT -> Fog,46.72,45.0,11.68,103.4,150.0,Yes,5.847,0.0,5.847
2024-03-25 12:51:30,D3,"Temp: 34°C, Humidity: 54%",Network Traffic,Cloud,46,5893,39,5,141,IoT3,Edge8,Edge,IoT -> Edge,58.67,52.0,0.0,110.67,150.0,Yes,3.1652,0.7041,3.8693
2024-03-25 12:51:40,D20,"Temp: 28°C, Humidity: 33%",Network Traffic,Cloud,32,3166,30,9,108,IoT20,Edge3,Edge,IoT -> Edge,46.36,47.0,0.0,93.36,150.0,Yes,1.7005,0.5563,2.2568
2024-03-25 12:51:50,D16,"Temp: 37°C, Humidity: 39%",Video Processing,Cloud,22,2808,14,8,78,IoT16,Edge5,Edge,IoT -> Edge,33.87,30.0,0.0,63.87,120.0,Yes,1.5082,0.4064,1.9146
2024-03-25 12:52:00,D5,"Temp: 24°C, Humidity: 50%",Network Traffic,Fog,88,6808,34,6,52,IoT5,IoT5,IoT,IoT (local),52.0,0.0,0.0,52.0,150.0,Yes,0.0,0.624,0.624
2024-03-25 12:52:10,D1,"Temp: 21°C, Humidity: 55%",Data Analytics,Fog,40,5261,9,9,290,IoT1,Fog2,Fog,IoT -> Fog,64.09,48.0,8.01,120.1,500.0,Yes,5.6515,0.0,5.6515
2024-03-25 12:52:20,D14,"Temp: 20°C, Humidity: 43%",Data Analytics,Cloud,43,6413,6,3,141,IoT14,Fog1,Fog,IoT -> Fog,32.0,39.0,4.0,74.99,500.0,Yes,6.889,0.0,6.889
2024-03-25 12:52:30,D7,"Temp: 39°C, Humidity: 72%",Network Traffic,Device,19,8104,45,7,285,IoT7,Fog3,Fog,IoT -> Fog,51.81,82.0,19.43,153.24,150.0,No,8.7055,0.0,8.7055
2024-03-25 12:52:40,D12,"Temp: 21°C, Humidity: 78%",Video Processing,Device,43,7801,38,4,182,IoT12,Fog2,Fog,IoT -> Fog,40.22,72.0,10.05,122.28,120.0,No,8.38,0.0,8.38
2024-03-25 12:52:50,D14,"Temp: 28°C, Humidity: 44%",Network Traffic,Fog,36,6301,21,2,276,IoT14,Cloud1,Cloud,IoT -> Cloud,27.6,93.0,0.0,120.6,150.0,Yes,10.153,0.0,10.153
2024-03-25 12:53:00,D7,"Temp: 39°C, Humidity: 48%",Data Analytics,Device,84,3034,37,7,202,IoT7,Fog1,Fog,IoT -> Fog,45.84,74.0,11.46,131.29,500.0,Yes,3.2592,0.0,3.2592
2024-03-25 12:53:10,D13,"Temp: 37°C, Humidity: 49%",Network Traffic,Edge,22,7570,6,8,244,IoT13,Fog3,Fog,IoT -> Fog,44.36,44.0,22.18,110.53,150.0,Yes,8.1318,0.0,8.1318
2024-03-25 12:53:20,D8,"Temp: 35°C, Humidity: 35%",Image Processing,Edge,49,5713,38,3,186,IoT8,Edge7,Edge,IoT -> Edge,87.16,49.0,0.0,136.16,300.0,Yes,3.0685,1.0459,4.1144
2024-03-25 12:53:30,D19,"Temp: 29°C, Humidity: 71%",Network Traffic,Fog,10,1242,12,6,151,IoT19,Edge4,Edge,IoT -> Edge,54.15,26.0,18.04,98.2,150.0,Yes,0.6671,0.6498,1.3169
2024-03-25 12:53:40,D14,"Temp: 32°C, Humidity: 55%",Data Analytics,Fog,86,6350,13,2,57,IoT14,Edge1,Edge,IoT -> Edge,20.7,23.0,6.9,50.6,500.0,Yes,3.4106,0.2484,3.6591
2024-03-25 12:53:50,D10,"Temp: 26°C, Humidity: 59%",Data Analytics,Cloud,47,4920,42,3,165,IoT10,Fog2,Fog,IoT -> Fog,36.47,75.0,13.67,125.14,500.0,Yes,5.2852,0.0,5.2852
2024-03-25 12:54:00,D18,"Temp: 39°C, Humidity: 49%",Image Processing,Device,50,1774,41,1,143,IoT18,Fog1,Fog,IoT -> Fog,32.45,72.0,12.17,116.62,300.0,Yes,1.9057,0.0,1.9057
2024-03-25 12:54:10,D18,"Temp: 28°C, Humidity: 42%",Data Analytics,Edge,77,2291,14,1,166,IoT18,Fog3,Fog,IoT -> Fog,30.18,45.0,18.86,94.04,500.0,Yes,2.461,0.0,2.461
2024-03-25 12:54:20,D11,"Temp: 37°C, Humidity: 31%",Network Traffic,Cloud,56,8045,10,6,221,IoT11,Cloud1,Cloud,IoT -> Cloud,22.1,86.0,0.74,108.84,150.0,Yes,12.9631,0.0,12.9631
2024-03-25 12:54:30,D10,"Temp: 28°C, Humidity: 51%",Video Processing,Fog,58,5031,19,9,286,IoT10,Cloud1,Cloud,IoT -> Cloud,28.6,98.0,1.91,128.51,120.0,No,8.1066,0.0,8.1066
2024-03-25 12:54:40,D2,"Temp: 33°C, Humidity: 78%",Network Traffic,Edge,77,6964,27,2,256,IoT2,Cloud1,Cloud,IoT -> Cloud,25.6,99.0,2.56,127.16,150.0,Yes,11.2213,0.0,11.2213
2024-03-25 12:54:50,D18,"Temp: 21°C, Humidity: 60%",Data Analytics,Edge,18,7690,35,2,168,IoT18,Fog2,Fog,IoT -> Fog,37.13,67.0,18.56,122.69,500.0,Yes,8.2607,0.0,8.2607
2024-03-25 12:55:00,D4,"Temp: 29°C, Humidity: 73%",Video Processing,Edge,45,2078,42,9,71,IoT4,IoT4,IoT,IoT (local),71.0,0.0,0.0,71.0,120.0,Yes,0.0,0.852,0.852
2024-03-25 12:55:10,D15,"Temp: 38°C, Humidity: 53%",Network Traffic,Cloud,20,3689,9,3,186,IoT15,Fog1,Fog,IoT -> Fog,42.21,42.0,21.1,105.31,150.0,Yes,3.9628,0.0,3.9628
2024-03-25 12:55:20,D13,"Temp: 39°C, Humidity: 57%",Network Traffic,Device,56,3472,24,9,129,IoT13,Edge2,Edge,IoT -> Edge,50.82,41.0,16.94,108.76,150.0,Yes,1.8648,0.6099,2.4747
2024-03-25 12:55:30,D3,"Temp: 20°C, Humidity: 46%",Data Analytics,Fog,17,7233,11,5,118,IoT3,Edge6,Edge,IoT -> Edge,48.09,24.0,16.03,88.12,500.0,Yes,3.8849,0.5771,4.462
2024-03-25 12:55:40,D8,"Temp: 24°C, Humidity: 74%",Data Analytics,Fog,37,971,42,7,201,IoT8,Fog3,Fog,IoT -> Fog,36.54,79.0,27.4,142.94,500.0,Yes,1.0431,0.0,1.0431
2024-03-25 12:55:50,D5,"Temp: 38°C, Humidity: 45%",Network Traffic,Fog,69,2291,28,2,70,IoT5,Edge8,Edge,IoT -> Edge,29.13,38.0,9.71,76.84,150.0,Yes,1.2305,0.3495,1.5801
2024-03-25 12:56:00,D16,"Temp: 33°C, Humidity: 37%",Data Analytics,Fog,13,6881,14,8,244,IoT16,Cloud1,Cloud,IoT -> Cloud,24.4,92.0,3.25,119.65,500.0,Yes,11.0875,0.0,11.0875
2024-03-25 12:56:10,D15,"Temp: 21°C, Humidity: 46%",Image Processing,Edge,41,1018,19,5,70,IoT15,IoT15,IoT,IoT (local),70.0,0.0,0.0,70.0,300.0,Yes,0.0,0.84,0.84
2024-03-25 12:56:20,D5,"Temp: 34°C, Humidity: 68%",Data Analytics,Fog,10,7395,25,1,265,IoT5,Cloud1,Cloud,IoT -> Cloud,26.5,96.0,4.42,126.92,500.0,Yes,11.9158,0.0,11.9158
2024-03-25 12:56:30,D15,"Temp: 39°C, Humidity: 55%",Image Processing,Edge,87,3086,40,6,126,IoT15,Edge3,Edge,IoT -> Edge,54.08,54.0,18.02,126.11,300.0,Yes,1.6575,0.649,2.3065
2024-03-25 12:56:40,D5,"Temp: 26°C, Humidity: 51%",Video Processing,Fog,83,3164,19,8,253,IoT5,Cloud1,Cloud,IoT -> Cloud,25.3,97.0,5.06,127.36,120.0,No,5.0982,0.0,5.0982
2024-03-25 12:56:50,D3,"Temp: 23°C, Humidity: 63%",Network Traffic,Edge,77,2012,21,3,183,IoT3,Fog2,Fog,IoT -> Fog,40.45,54.0,25.28,119.72,150.0,Yes,2.1613,0.0,2.1613
2024-03-25 12:57:00,D16,"Temp: 35°C, Humidity: 47%",Data Analytics,Edge,61,3456,15,6,180,IoT16,Fog3,Fog,IoT -> Fog,32.72,51.0,28.63,112.35,500.0,Yes,3.7125,0.0,3.7125
2024-03-25 12:57:10,D4,"Temp: 34°C, Humidity: 60%",Data Analytics,Cloud,89,7650,36,6,234,IoT4,Cloud1,Cloud,IoT -> Cloud,23.4,112.0,5.46,140.86,500.0,Yes,12.3267,0.0,12.3267
2024-03-25 12:57:20,D6,"Temp: 27°C, Humidity: 42%",Image Processing,Device,45,2369,25,9,129,IoT6,Edge5,Edge,IoT -> Edge,56.01,42.0,18.66,116.67,300.0,Yes,1.2724,0.6721,1.9445
2024-03-25 12:57:30,D1,"Temp: 20°C, Humidity: 51%",Data Analytics,Device,45,8093,41,5,256,IoT1,Cloud1,Cloud,IoT -> Cloud,25.6,116.0,6.83,148.43,500.0,Yes,13.0405,0.0,13.0405
2024-03-25 12:57:40,D20,"Temp: 27°C, Humidity: 64%",Image Processing,Cloud,70,4179,16,6,226,IoT20,Fog1,Fog,IoT -> Fog,51.28,52.0,32.05,135.33,300.0,Yes,4.4892,0.0,4.4892
2024-03-25 12:57:50,D16,"Temp: 33°C, Humidity: 57%",Data Analytics,Cloud,41,1268,20,8,207,IoT16,Fog2,Fog,IoT -> Fog,45.75,58.0,34.31,138.06,500.0,Yes,1.3621,0.0,1.3621
2024-03-25 12:58:00,D4,"Temp: 33°C, Humidity: 46%",Video Processing,Cloud,69,3572,24,9,83,IoT4,Edge7,Edge,IoT -> Edge,38.89,41.0,12.96,92.85,120.0,Yes,1.9186,0.4667,2.3853
